% 1. Title: Mushroom Database
%
% 2. Sources:
%	(a) Mushroom records drawn from The Audubon Society Field Guide to North
%	American Mushrooms (1981). G. H. Lincoff (Pres.), New York: Alfred
%	A. Knopf
%	(b) Donor: Jeff Schlimmer (Jeffrey.Schlimmer@a.gp.cs.cmu.edu)
%	(c) Date: 27 April 1987


@relation mushroom.database

@attribute class {edible, poisonous}
@attribute cap-shape {bell, conical, convex, flat, knobbed, sunken}
@attribute cap-surface {fibrous, grooves, scaly, smooth}
@attribute cap-color {brown, buff, cinnamon, gray, green, pink, purple, red, white, yellow}
@attribute presence_of_bruises {bruises, no}
@attribute odor {almond, anise, creosote, fishy, foul, musty, none, pungent, spicy}
@attribute gill-spacing {close, crowded}
@attribute gill-size {broad, narrow}
@attribute gill-color {black, brown, buff, chocolate, gray, green, orange, pink, purple, red, white, yellow}
@attribute stalk-shape {enlarging, tapering}
@attribute stalk-root {bulbous, club, equal, rooted}
@attribute stalk-surface-above-ring {fibrous, scaly, silky, smooth}
@attribute stalk-surface-below-ring {fibrous, scaly, silky, smooth}
@attribute stalk-color-above-ring {brown, buff, cinnamon, gray, orange, pink, red, white, yellow}
@attribute stalk-color-below-ring {brown, buff, cinnamon, gray, orange, pink, red, white, yellow}
@attribute ring-number {none, one, two}
@attribute ring-type {evanescent, flaring, large, none, pendant}
@attribute spore-print-color {black, brown, buff, chocolate, green, orange, purple, white, yellow}
@attribute population {abundant, clustered, numerous, scattered, several, solitary}
@attribute habitat {grasses, leaves, meadows, paths, urban, waste, woods}

@data
poisonous,convex,smooth,brown,no,spicy,close,narrow,buff,tapering,?,silky,silky,pink,white,one,evanescent,white,several,woods
poisonous,knobbed,scaly,red,no,spicy,close,narrow,buff,tapering,?,smooth,silky,pink,white,one,evanescent,white,several,woods
edible,bell,smooth,white,no,none,crowded,broad,pink,enlarging,?,smooth,smooth,white,white,two,pendant,white,scattered,grasses
edible,bell,smooth,gray,no,none,crowded,broad,pink,enlarging,?,silky,smooth,white,white,two,pendant,white,scattered,grasses
edible,knobbed,fibrous,gray,no,none,crowded,broad,gray,enlarging,?,silky,smooth,white,white,two,pendant,white,numerous,grasses
edible,knobbed,fibrous,gray,no,none,crowded,broad,pink,enlarging,?,silky,silky,white,white,two,pendant,white,numerous,grasses
edible,convex,fibrous,white,no,none,crowded,broad,white,enlarging,?,silky,smooth,white,white,two,pendant,white,numerous,grasses
poisonous,knobbed,scaly,red,no,spicy,close,narrow,buff,tapering,?,silky,smooth,pink,pink,one,evanescent,white,several,paths
poisonous,flat,scaly,red,no,spicy,close,narrow,buff,tapering,?,silky,smooth,pink,pink,one,evanescent,white,several,leaves
poisonous,knobbed,scaly,red,no,spicy,close,narrow,buff,tapering,?,smooth,smooth,pink,white,one,evanescent,white,several,leaves
poisonous,flat,smooth,brown,no,foul,close,narrow,buff,tapering,?,silky,silky,pink,white,one,evanescent,white,several,leaves
edible,bell,smooth,white,no,none,crowded,broad,pink,enlarging,?,silky,smooth,white,white,two,pendant,white,scattered,grasses
edible,knobbed,smooth,white,no,none,crowded,broad,white,enlarging,?,silky,silky,white,white,two,pendant,white,scattered,grasses
edible,bell,fibrous,white,no,none,crowded,broad,pink,enlarging,?,smooth,smooth,white,white,two,pendant,white,numerous,grasses
edible,flat,smooth,brown,no,none,close,broad,brown,enlarging,?,smooth,smooth,orange,orange,one,pendant,buff,clustered,leaves
poisonous,knobbed,scaly,red,no,spicy,close,narrow,buff,tapering,?,smooth,smooth,pink,white,one,evanescent,white,several,woods
poisonous,knobbed,smooth,brown,no,foul,close,narrow,buff,tapering,?,smooth,smooth,white,white,one,evanescent,white,several,paths
poisonous,knobbed,smooth,brown,no,fishy,close,narrow,buff,tapering,?,smooth,silky,white,pink,one,evanescent,white,several,paths
poisonous,flat,scaly,brown,no,fishy,close,narrow,buff,tapering,?,smooth,silky,white,pink,one,evanescent,white,several,woods
poisonous,convex,smooth,red,no,foul,close,narrow,buff,tapering,?,silky,silky,pink,white,one,evanescent,white,several,leaves
edible,flat,smooth,brown,no,none,close,broad,yellow,enlarging,?,smooth,smooth,orange,orange,one,pendant,orange,several,leaves
edible,knobbed,fibrous,white,no,none,crowded,broad,white,enlarging,?,smooth,silky,white,white,two,pendant,white,scattered,grasses
poisonous,knobbed,smooth,brown,no,fishy,close,narrow,buff,tapering,?,silky,smooth,white,pink,one,evanescent,white,several,woods
poisonous,convex,smooth,brown,no,fishy,close,narrow,buff,tapering,?,silky,smooth,white,white,one,evanescent,white,several,woods
edible,bell,fibrous,gray,no,none,crowded,broad,white,enlarging,?,smooth,silky,white,white,two,pendant,white,scattered,grasses
poisonous,knobbed,scaly,brown,no,spicy,close,narrow,buff,tapering,?,silky,silky,pink,pink,one,evanescent,white,several,woods
edible,bell,smooth,brown,no,none,close,broad,orange,enlarging,?,smooth,smooth,orange,orange,one,pendant,yellow,clustered,leaves
edible,flat,smooth,brown,no,none,close,broad,yellow,enlarging,?,smooth,smooth,orange,orange,one,pendant,brown,several,leaves
poisonous,knobbed,scaly,red,no,spicy,close,narrow,buff,tapering,?,silky,silky,pink,white,one,evanescent,white,several,paths
poisonous,knobbed,smooth,red,no,spicy,close,narrow,buff,tapering,?,silky,silky,pink,pink,one,evanescent,white,several,woods
poisonous,knobbed,scaly,brown,no,spicy,close,narrow,buff,tapering,?,silky,smooth,pink,white,one,evanescent,white,several,paths
poisonous,knobbed,scaly,red,no,spicy,close,narrow,buff,tapering,?,smooth,silky,white,white,one,evanescent,white,several,paths
poisonous,knobbed,scaly,brown,no,foul,close,narrow,buff,tapering,?,silky,silky,pink,pink,one,evanescent,white,several,woods
edible,convex,smooth,gray,no,none,crowded,broad,white,enlarging,?,silky,silky,white,white,two,pendant,white,scattered,grasses
poisonous,knobbed,scaly,brown,no,foul,close,narrow,buff,tapering,?,smooth,smooth,white,white,one,evanescent,white,several,woods
edible,flat,scaly,cinnamon,bruises,none,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,two,pendant,white,several,paths
edible,bell,smooth,brown,no,none,close,broad,brown,enlarging,?,smooth,smooth,orange,orange,one,pendant,brown,several,leaves
poisonous,knobbed,smooth,red,no,fishy,close,narrow,buff,tapering,?,smooth,silky,white,white,one,evanescent,white,several,leaves
poisonous,knobbed,smooth,brown,no,foul,close,narrow,buff,tapering,?,smooth,smooth,pink,white,one,evanescent,white,several,woods
poisonous,knobbed,scaly,brown,no,foul,close,narrow,buff,tapering,?,smooth,smooth,white,pink,one,evanescent,white,several,paths
edible,bell,fibrous,gray,no,none,crowded,broad,gray,enlarging,?,smooth,silky,white,white,two,pendant,white,scattered,grasses
poisonous,knobbed,scaly,brown,no,spicy,close,narrow,buff,tapering,?,silky,silky,white,white,one,evanescent,white,several,paths
edible,bell,fibrous,white,no,none,crowded,broad,pink,enlarging,?,silky,silky,white,white,two,pendant,white,scattered,grasses
poisonous,knobbed,smooth,red,no,foul,close,narrow,buff,tapering,?,smooth,silky,pink,pink,one,evanescent,white,several,leaves
edible,convex,smooth,white,no,none,crowded,broad,pink,enlarging,?,smooth,silky,white,white,two,pendant,white,scattered,grasses
poisonous,knobbed,scaly,red,no,foul,close,narrow,buff,tapering,?,smooth,silky,white,white,one,evanescent,white,several,leaves
poisonous,knobbed,scaly,red,no,spicy,close,narrow,buff,tapering,?,smooth,silky,pink,pink,one,evanescent,white,several,woods
edible,convex,smooth,white,no,none,crowded,broad,white,enlarging,?,silky,smooth,white,white,two,pendant,white,numerous,grasses
poisonous,knobbed,scaly,red,no,foul,close,narrow,buff,tapering,?,smooth,smooth,white,white,one,evanescent,white,several,woods
poisonous,knobbed,scaly,brown,no,spicy,close,narrow,buff,tapering,?,smooth,silky,white,pink,one,evanescent,white,several,paths
edible,knobbed,smooth,brown,no,none,close,broad,orange,enlarging,?,smooth,smooth,orange,orange,one,pendant,orange,several,leaves
edible,knobbed,smooth,brown,no,none,close,broad,orange,enlarging,?,smooth,smooth,orange,orange,one,pendant,brown,several,leaves
poisonous,knobbed,smooth,red,no,fishy,close,narrow,buff,tapering,?,silky,smooth,pink,pink,one,evanescent,white,several,leaves
poisonous,knobbed,smooth,red,no,spicy,close,narrow,buff,tapering,?,silky,smooth,white,pink,one,evanescent,white,several,paths
edible,knobbed,smooth,brown,no,none,close,broad,yellow,enlarging,?,smooth,smooth,orange,orange,one,pendant,brown,clustered,leaves
poisonous,knobbed,smooth,brown,no,fishy,close,narrow,buff,tapering,?,smooth,silky,pink,white,one,evanescent,white,several,woods
poisonous,knobbed,smooth,red,no,foul,close,narrow,buff,tapering,?,smooth,smooth,white,pink,one,evanescent,white,several,woods
poisonous,knobbed,scaly,red,no,spicy,close,narrow,buff,tapering,?,silky,silky,pink,pink,one,evanescent,white,several,woods
poisonous,knobbed,scaly,red,no,foul,close,narrow,buff,tapering,?,smooth,smooth,pink,pink,one,evanescent,white,several,woods
poisonous,knobbed,scaly,red,no,foul,close,narrow,buff,tapering,?,smooth,silky,white,pink,one,evanescent,white,several,leaves
edible,knobbed,fibrous,white,no,none,crowded,broad,white,enlarging,?,smooth,silky,white,white,two,pendant,white,numerous,grasses
edible,bell,smooth,brown,no,none,close,broad,orange,enlarging,?,smooth,smooth,orange,orange,one,pendant,brown,several,leaves
poisonous,knobbed,smooth,red,no,spicy,close,narrow,buff,tapering,?,silky,silky,pink,white,one,evanescent,white,several,woods
edible,flat,smooth,brown,no,none,close,broad,yellow,enlarging,?,smooth,smooth,orange,orange,one,pendant,buff,several,leaves
edible,flat,scaly,brown,no,none,close,broad,white,enlarging,bulbous,scaly,scaly,brown,brown,two,pendant,white,solitary,paths
poisonous,knobbed,scaly,red,no,fishy,close,narrow,buff,tapering,?,silky,smooth,white,white,one,evanescent,white,several,leaves
edible,flat,smooth,gray,bruises,none,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,two,pendant,white,solitary,paths
edible,convex,smooth,pink,bruises,none,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,two,pendant,white,several,paths
poisonous,conical,scaly,yellow,no,none,crowded,narrow,white,enlarging,club,scaly,scaly,yellow,yellow,one,evanescent,white,clustered,leaves
poisonous,knobbed,smooth,red,no,foul,close,narrow,buff,tapering,?,silky,smooth,pink,pink,one,evanescent,white,several,paths
poisonous,knobbed,scaly,red,no,foul,close,narrow,buff,tapering,?,smooth,silky,white,pink,one,evanescent,white,several,woods
poisonous,knobbed,scaly,red,no,musty,close,broad,yellow,enlarging,club,silky,scaly,cinnamon,cinnamon,none,none,white,clustered,woods
edible,bell,smooth,brown,no,none,close,broad,yellow,enlarging,?,smooth,smooth,orange,orange,one,pendant,orange,several,leaves
poisonous,knobbed,smooth,brown,no,spicy,close,narrow,buff,tapering,?,smooth,silky,pink,white,one,evanescent,white,several,leaves
edible,convex,smooth,white,no,none,crowded,broad,gray,enlarging,?,smooth,silky,white,white,two,pendant,white,scattered,grasses
poisonous,convex,smooth,red,no,foul,close,narrow,buff,tapering,?,smooth,smooth,white,white,one,evanescent,white,several,leaves
poisonous,convex,scaly,cinnamon,no,musty,close,broad,white,enlarging,club,silky,scaly,cinnamon,cinnamon,none,none,white,clustered,woods
poisonous,flat,smooth,brown,no,spicy,close,narrow,buff,tapering,?,smooth,smooth,pink,pink,one,evanescent,white,several,leaves
edible,knobbed,smooth,brown,no,none,close,broad,orange,enlarging,?,smooth,smooth,orange,orange,one,pendant,buff,clustered,leaves
edible,bell,scaly,brown,no,none,close,broad,white,enlarging,bulbous,scaly,scaly,brown,brown,two,pendant,white,solitary,woods
poisonous,flat,smooth,brown,no,spicy,close,narrow,buff,tapering,?,silky,smooth,pink,pink,one,evanescent,white,several,woods
poisonous,knobbed,smooth,brown,no,fishy,close,narrow,buff,tapering,?,smooth,smooth,pink,white,one,evanescent,white,several,paths
edible,bell,smooth,gray,no,none,crowded,broad,white,enlarging,?,silky,silky,white,white,two,pendant,white,scattered,grasses
edible,convex,scaly,brown,bruises,none,close,broad,white,enlarging,bulbous,smooth,smooth,white,white,two,pendant,white,several,paths
poisonous,flat,smooth,brown,no,spicy,close,narrow,buff,tapering,?,silky,smooth,pink,white,one,evanescent,white,several,paths
edible,knobbed,smooth,brown,no,none,close,broad,orange,enlarging,?,smooth,smooth,orange,orange,one,pendant,yellow,clustered,leaves
edible,bell,fibrous,white,no,none,crowded,broad,white,enlarging,?,silky,smooth,white,white,two,pendant,white,numerous,grasses
edible,convex,fibrous,white,no,none,crowded,broad,gray,enlarging,?,smooth,smooth,white,white,two,pendant,white,numerous,grasses
poisonous,knobbed,smooth,brown,no,fishy,close,narrow,buff,tapering,?,silky,smooth,pink,pink,one,evanescent,white,several,woods
poisonous,convex,scaly,brown,no,musty,close,broad,yellow,enlarging,club,silky,scaly,cinnamon,cinnamon,none,none,white,clustered,woods
poisonous,knobbed,scaly,red,no,spicy,close,narrow,buff,tapering,?,smooth,smooth,white,pink,one,evanescent,white,several,paths
edible,convex,smooth,brown,no,none,close,broad,orange,enlarging,?,smooth,smooth,orange,orange,one,pendant,buff,clustered,leaves
poisonous,knobbed,smooth,red,no,foul,close,narrow,buff,tapering,?,smooth,smooth,white,pink,one,evanescent,white,several,paths
poisonous,convex,smooth,red,no,spicy,close,narrow,buff,tapering,?,silky,smooth,pink,pink,one,evanescent,white,several,leaves
poisonous,knobbed,smooth,brown,no,fishy,close,narrow,buff,tapering,?,silky,smooth,pink,white,one,evanescent,white,several,leaves
poisonous,knobbed,scaly,red,no,spicy,close,narrow,buff,tapering,?,silky,silky,white,white,one,evanescent,white,several,woods
poisonous,knobbed,scaly,brown,no,foul,close,narrow,buff,tapering,?,silky,silky,pink,white,one,evanescent,white,several,leaves
poisonous,knobbed,smooth,red,no,foul,close,narrow,buff,tapering,?,smooth,silky,pink,pink,one,evanescent,white,several,woods
edible,bell,fibrous,gray,no,none,crowded,broad,pink,enlarging,?,smooth,smooth,white,white,two,pendant,white,numerous,grasses
edible,knobbed,smooth,brown,no,none,close,broad,orange,enlarging,?,smooth,smooth,orange,orange,one,pendant,yellow,several,leaves
poisonous,knobbed,scaly,brown,no,spicy,close,narrow,buff,tapering,?,silky,silky,white,pink,one,evanescent,white,several,paths
poisonous,knobbed,scaly,yellow,no,none,crowded,narrow,white,enlarging,club,scaly,scaly,yellow,yellow,one,evanescent,white,clustered,leaves
edible,knobbed,smooth,white,no,none,crowded,broad,pink,enlarging,?,silky,smooth,white,white,two,pendant,white,numerous,grasses
edible,convex,smooth,brown,no,none,close,broad,brown,enlarging,?,smooth,smooth,orange,orange,one,pendant,yellow,clustered,leaves
poisonous,knobbed,smooth,brown,no,spicy,close,narrow,buff,tapering,?,silky,smooth,pink,white,one,evanescent,white,several,paths
edible,knobbed,fibrous,gray,no,none,crowded,broad,pink,enlarging,?,smooth,silky,white,white,two,pendant,white,scattered,grasses
edible,knobbed,fibrous,white,no,none,crowded,broad,white,enlarging,?,smooth,smooth,white,white,two,pendant,white,numerous,grasses
edible,flat,smooth,brown,no,none,close,broad,orange,enlarging,?,smooth,smooth,orange,orange,one,pendant,buff,clustered,leaves
edible,convex,smooth,white,no,none,crowded,broad,pink,enlarging,?,silky,silky,white,white,two,pendant,white,numerous,grasses
edible,bell,smooth,gray,no,none,crowded,broad,white,enlarging,?,silky,silky,white,white,two,pendant,white,numerous,grasses
edible,convex,fibrous,white,no,none,crowded,broad,white,enlarging,?,smooth,silky,white,white,two,pendant,white,numerous,grasses
edible,knobbed,fibrous,white,no,none,crowded,broad,pink,enlarging,?,silky,smooth,white,white,two,pendant,white,numerous,grasses
poisonous,knobbed,smooth,brown,no,foul,close,narrow,buff,tapering,?,smooth,smooth,pink,pink,one,evanescent,white,several,woods
poisonous,knobbed,scaly,red,no,spicy,close,narrow,buff,tapering,?,smooth,smooth,white,pink,one,evanescent,white,several,woods
edible,knobbed,fibrous,gray,no,none,crowded,broad,pink,enlarging,?,smooth,smooth,white,white,two,pendant,white,scattered,grasses
edible,convex,smooth,white,no,none,crowded,broad,pink,enlarging,?,smooth,smooth,white,white,two,pendant,white,scattered,grasses
poisonous,knobbed,smooth,brown,no,foul,close,narrow,buff,tapering,?,smooth,smooth,pink,white,one,evanescent,white,several,paths
poisonous,knobbed,scaly,brown,no,spicy,close,narrow,buff,tapering,?,silky,smooth,white,pink,one,evanescent,white,several,woods
poisonous,knobbed,scaly,brown,no,foul,close,narrow,buff,tapering,?,silky,silky,pink,white,one,evanescent,white,several,paths
poisonous,knobbed,smooth,red,no,foul,close,narrow,buff,tapering,?,silky,silky,white,pink,one,evanescent,white,several,paths
poisonous,knobbed,smooth,red,no,spicy,close,narrow,buff,tapering,?,silky,smooth,white,white,one,evanescent,white,several,leaves
edible,bell,smooth,brown,no,none,close,broad,yellow,enlarging,?,smooth,smooth,orange,orange,one,pendant,brown,several,leaves
poisonous,knobbed,smooth,red,no,spicy,close,narrow,buff,tapering,?,smooth,silky,white,white,one,evanescent,white,several,paths
edible,convex,smooth,gray,no,none,crowded,broad,pink,enlarging,?,smooth,smooth,white,white,two,pendant,white,numerous,grasses
edible,convex,smooth,brown,no,none,close,broad,orange,enlarging,?,smooth,smooth,orange,orange,one,pendant,yellow,several,leaves
edible,bell,smooth,white,no,none,crowded,broad,white,enlarging,?,silky,silky,white,white,two,pendant,white,numerous,grasses
poisonous,knobbed,smooth,red,no,spicy,close,narrow,buff,tapering,?,silky,smooth,pink,white,one,evanescent,white,several,paths
edible,convex,smooth,brown,no,none,close,broad,yellow,enlarging,?,smooth,smooth,orange,orange,one,pendant,brown,several,leaves
poisonous,knobbed,smooth,brown,no,foul,close,narrow,buff,tapering,?,silky,silky,white,white,one,evanescent,white,several,woods
poisonous,knobbed,smooth,red,no,foul,close,narrow,buff,tapering,?,silky,smooth,pink,pink,one,evanescent,white,several,woods
poisonous,knobbed,scaly,red,no,spicy,close,narrow,buff,tapering,?,smooth,silky,white,pink,one,evanescent,white,several,paths
edible,bell,fibrous,white,no,none,crowded,broad,pink,enlarging,?,smooth,smooth,white,white,two,pendant,white,scattered,grasses
poisonous,knobbed,scaly,brown,no,foul,close,narrow,buff,tapering,?,silky,smooth,white,white,one,evanescent,white,several,woods
poisonous,knobbed,smooth,red,no,spicy,close,narrow,buff,tapering,?,silky,silky,white,pink,one,evanescent,white,several,woods
edible,bell,smooth,gray,no,none,crowded,broad,white,enlarging,?,smooth,silky,white,white,two,pendant,white,scattered,grasses
poisonous,knobbed,smooth,brown,no,fishy,close,narrow,buff,tapering,?,silky,silky,pink,pink,one,evanescent,white,several,woods
poisonous,convex,smooth,brown,no,fishy,close,narrow,buff,tapering,?,smooth,silky,white,white,one,evanescent,white,several,paths
poisonous,knobbed,scaly,red,no,foul,close,narrow,buff,tapering,?,silky,smooth,pink,white,one,evanescent,white,several,leaves
edible,convex,smooth,white,no,none,crowded,broad,pink,enlarging,?,smooth,smooth,white,white,two,pendant,white,numerous,grasses
edible,convex,smooth,white,no,none,crowded,broad,gray,enlarging,?,silky,silky,white,white,two,pendant,white,scattered,grasses
poisonous,knobbed,scaly,brown,no,spicy,close,narrow,buff,tapering,?,silky,smooth,white,pink,one,evanescent,white,several,paths
edible,knobbed,smooth,brown,no,none,close,broad,white,enlarging,bulbous,scaly,scaly,brown,brown,two,pendant,white,solitary,woods
poisonous,knobbed,smooth,red,no,fishy,close,narrow,buff,tapering,?,smooth,silky,white,pink,one,evanescent,white,several,woods
poisonous,knobbed,scaly,red,no,spicy,close,narrow,buff,tapering,?,smooth,smooth,white,pink,one,evanescent,white,several,leaves
edible,bell,smooth,brown,no,none,close,broad,yellow,enlarging,?,smooth,smooth,orange,orange,one,pendant,orange,several,leaves
edible,bell,fibrous,gray,no,none,crowded,broad,white,enlarging,?,smooth,silky,white,white,two,pendant,white,numerous,grasses
poisonous,knobbed,smooth,red,no,foul,close,narrow,buff,tapering,?,smooth,smooth,pink,white,one,evanescent,white,several,leaves
poisonous,knobbed,smooth,brown,no,spicy,close,narrow,buff,tapering,?,smooth,smooth,white,pink,one,evanescent,white,several,leaves
poisonous,flat,scaly,brown,no,foul,close,narrow,buff,tapering,?,silky,silky,pink,white,one,evanescent,white,several,paths
poisonous,flat,scaly,brown,no,foul,close,narrow,buff,tapering,?,smooth,silky,pink,white,one,evanescent,white,several,woods
edible,flat,smooth,brown,no,none,close,broad,orange,enlarging,?,smooth,smooth,orange,orange,one,pendant,yellow,clustered,leaves
poisonous,knobbed,scaly,brown,no,fishy,close,narrow,buff,tapering,?,smooth,smooth,white,white,one,evanescent,white,several,woods
edible,knobbed,smooth,white,no,none,crowded,broad,white,enlarging,?,smooth,smooth,white,white,two,pendant,white,scattered,grasses
edible,bell,smooth,brown,no,none,close,broad,yellow,enlarging,?,smooth,smooth,orange,orange,one,pendant,buff,clustered,leaves
poisonous,knobbed,scaly,brown,no,spicy,close,narrow,buff,tapering,?,silky,silky,pink,white,one,evanescent,white,several,paths
poisonous,knobbed,smooth,brown,no,fishy,close,narrow,buff,tapering,?,silky,smooth,white,pink,one,evanescent,white,several,paths
poisonous,knobbed,smooth,red,no,spicy,close,narrow,buff,tapering,?,smooth,silky,pink,pink,one,evanescent,white,several,woods
edible,knobbed,smooth,white,no,none,crowded,broad,pink,enlarging,?,smooth,silky,white,white,two,pendant,white,numerous,grasses
poisonous,knobbed,scaly,red,no,fishy,close,narrow,buff,tapering,?,silky,smooth,pink,pink,one,evanescent,white,several,leaves
edible,convex,smooth,white,no,none,crowded,broad,white,enlarging,?,smooth,smooth,white,white,two,pendant,white,scattered,grasses
poisonous,knobbed,scaly,red,no,spicy,close,narrow,buff,tapering,?,silky,smooth,pink,white,one,evanescent,white,several,woods
poisonous,knobbed,scaly,red,no,spicy,close,narrow,buff,tapering,?,silky,silky,white,pink,one,evanescent,white,several,woods
poisonous,knobbed,scaly,brown,no,spicy,close,narrow,buff,tapering,?,silky,smooth,white,white,one,evanescent,white,several,woods
poisonous,flat,scaly,cinnamon,no,musty,close,broad,white,enlarging,club,silky,scaly,cinnamon,cinnamon,none,none,white,clustered,woods
poisonous,convex,smooth,brown,no,spicy,close,narrow,buff,tapering,?,smooth,silky,pink,white,one,evanescent,white,several,woods
edible,knobbed,fibrous,gray,no,none,crowded,broad,white,enlarging,?,silky,smooth,white,white,two,pendant,white,scattered,grasses
poisonous,knobbed,smooth,red,no,fishy,close,narrow,buff,tapering,?,smooth,smooth,white,white,one,evanescent,white,several,leaves
poisonous,convex,scaly,brown,no,musty,close,broad,white,enlarging,club,silky,scaly,cinnamon,cinnamon,none,none,white,clustered,woods
poisonous,flat,scaly,red,no,fishy,close,narrow,buff,tapering,?,smooth,smooth,white,white,one,evanescent,white,several,leaves
edible,knobbed,smooth,brown,no,none,close,broad,brown,enlarging,?,smooth,smooth,orange,orange,one,pendant,buff,clustered,leaves
poisonous,knobbed,smooth,brown,no,spicy,close,narrow,buff,tapering,?,smooth,smooth,pink,pink,one,evanescent,white,several,paths
edible,bell,fibrous,gray,no,none,crowded,broad,gray,enlarging,?,smooth,silky,white,white,two,pendant,white,numerous,grasses
edible,bell,fibrous,white,no,none,crowded,broad,pink,enlarging,?,smooth,silky,white,white,two,pendant,white,numerous,grasses
edible,convex,smooth,brown,no,none,close,broad,yellow,enlarging,?,smooth,smooth,orange,orange,one,pendant,yellow,several,leaves
poisonous,knobbed,scaly,brown,no,spicy,close,narrow,buff,tapering,?,smooth,silky,white,pink,one,evanescent,white,several,leaves
edible,flat,smooth,brown,no,none,close,broad,yellow,enlarging,?,smooth,smooth,orange,orange,one,pendant,orange,clustered,leaves
edible,convex,smooth,white,no,none,crowded,broad,gray,enlarging,?,smooth,smooth,white,white,two,pendant,white,numerous,grasses
poisonous,knobbed,smooth,red,no,spicy,close,narrow,buff,tapering,?,smooth,smooth,white,white,one,evanescent,white,several,leaves
poisonous,knobbed,smooth,red,no,fishy,close,narrow,buff,tapering,?,silky,silky,white,pink,one,evanescent,white,several,paths
edible,convex,smooth,gray,no,none,crowded,broad,white,enlarging,?,silky,silky,white,white,two,pendant,white,numerous,grasses
edible,bell,smooth,gray,no,none,crowded,broad,gray,enlarging,?,smooth,smooth,white,white,two,pendant,white,numerous,grasses
poisonous,knobbed,scaly,brown,no,foul,close,narrow,buff,tapering,?,smooth,silky,pink,pink,one,evanescent,white,several,woods
poisonous,knobbed,scaly,red,no,musty,close,broad,white,enlarging,club,silky,scaly,cinnamon,cinnamon,none,none,white,clustered,woods
poisonous,knobbed,scaly,red,no,foul,close,narrow,buff,tapering,?,smooth,smooth,white,pink,one,evanescent,white,several,paths
poisonous,knobbed,scaly,brown,no,foul,close,narrow,buff,tapering,?,smooth,silky,white,pink,one,evanescent,white,several,paths
edible,convex,fibrous,white,no,none,crowded,broad,pink,enlarging,?,silky,smooth,white,white,two,pendant,white,scattered,grasses
poisonous,knobbed,scaly,red,no,foul,close,narrow,buff,tapering,?,silky,smooth,white,white,one,evanescent,white,several,leaves
edible,bell,smooth,brown,no,none,close,broad,yellow,enlarging,?,smooth,smooth,orange,orange,one,pendant,buff,several,leaves
poisonous,knobbed,scaly,brown,no,spicy,close,narrow,buff,tapering,?,silky,silky,white,pink,one,evanescent,white,several,woods
poisonous,knobbed,smooth,brown,no,spicy,close,narrow,buff,tapering,?,smooth,smooth,white,pink,one,evanescent,white,several,paths
edible,bell,smooth,brown,no,none,close,broad,yellow,enlarging,?,smooth,smooth,orange,orange,one,pendant,yellow,several,leaves
edible,flat,smooth,brown,no,none,close,broad,orange,enlarging,?,smooth,smooth,orange,orange,one,pendant,brown,several,leaves
edible,knobbed,smooth,gray,no,none,crowded,broad,white,enlarging,?,silky,silky,white,white,two,pendant,white,numerous,grasses
edible,flat,smooth,brown,no,none,close,broad,yellow,enlarging,?,smooth,smooth,orange,orange,one,pendant,yellow,clustered,leaves
poisonous,knobbed,scaly,red,no,fishy,close,narrow,buff,tapering,?,smooth,silky,pink,white,one,evanescent,white,several,leaves
edible,bell,smooth,brown,no,none,close,broad,brown,enlarging,?,smooth,smooth,orange,orange,one,pendant,buff,several,leaves
edible,knobbed,smooth,brown,no,none,close,broad,yellow,enlarging,?,smooth,smooth,orange,orange,one,pendant,brown,clustered,leaves
poisonous,knobbed,scaly,red,no,fishy,close,narrow,buff,tapering,?,smooth,silky,white,white,one,evanescent,white,several,woods
edible,flat,smooth,brown,no,none,close,broad,yellow,enlarging,?,smooth,smooth,orange,orange,one,pendant,brown,clustered,leaves
poisonous,knobbed,smooth,red,no,foul,close,narrow,buff,tapering,?,silky,smooth,white,pink,one,evanescent,white,several,woods
edible,bell,fibrous,gray,no,none,crowded,broad,gray,enlarging,?,silky,silky,white,white,two,pendant,white,numerous,grasses
poisonous,knobbed,scaly,brown,no,fishy,close,narrow,buff,tapering,?,smooth,smooth,white,pink,one,evanescent,white,several,woods
edible,flat,smooth,brown,no,none,close,broad,brown,enlarging,?,smooth,smooth,orange,orange,one,pendant,buff,several,leaves
poisonous,knobbed,smooth,brown,no,spicy,close,narrow,buff,tapering,?,silky,silky,white,pink,one,evanescent,white,several,leaves
edible,convex,smooth,gray,no,none,crowded,broad,white,enlarging,?,silky,smooth,white,white,two,pendant,white,scattered,grasses
edible,convex,smooth,gray,no,none,crowded,broad,gray,enlarging,?,silky,silky,white,white,two,pendant,white,scattered,grasses
edible,knobbed,smooth,brown,no,none,close,broad,yellow,enlarging,?,smooth,smooth,orange,orange,one,pendant,buff,several,leaves
edible,convex,smooth,brown,no,none,close,broad,yellow,enlarging,?,smooth,smooth,orange,orange,one,pendant,buff,clustered,leaves
poisonous,knobbed,scaly,red,no,fishy,close,narrow,buff,tapering,?,smooth,smooth,white,white,one,evanescent,white,several,woods
edible,convex,fibrous,gray,no,none,crowded,broad,white,enlarging,?,silky,silky,white,white,two,pendant,white,numerous,grasses
